	query_id_x	subject_id_x	percentage_identity_x	percentage_identity_y	query_coverage_x	query_coverage_y	subject_coverage_x	subject_coverage_y	bitscore_x	bitscore_y	Evalue_x	Evalue_y
877	gi|50120086|ref|YP_049253.1|	gi|261822508|ref|YP_003260614.1|	97.93	97.93	100	100	100	100	853.0	853.0	0.0	0.0
878	gi|50120087|ref|YP_049254.1|	gi|261822507|ref|YP_003260613.1|	99.03	99.03	100	100	100	100	428.0	428.0	1.9999999999999996e-154	1.9999999999999996e-154
879	gi|50120088|ref|YP_049255.1|	gi|261822506|ref|YP_003260612.1|	99.06	99.06	100	100	100	100	851.0	851.0	0.0	0.0
880	gi|50120089|ref|YP_049256.1|	gi|261822505|ref|YP_003260611.1|	98.61	98.61	100	100	100	100	1599.0	1599.0	0.0	0.0
881	gi|50120090|ref|YP_049257.1|	gi|261822504|ref|YP_003260610.1|	100.0	100.0	100	100	100	100	177.0	177.0	2e-59	2e-59
882	gi|50120091|ref|YP_049258.1|	gi|261822503|ref|YP_003260609.1|	93.78	93.78	100	100	100	100	1198.0	1198.0	0.0	0.0
883	gi|50120092|ref|YP_049259.1|	gi|261822502|ref|YP_003260608.1|	92.56	92.56	100	100	100	100	223.0	223.0	1.9999999999999995e-76	1.9999999999999995e-76
884	gi|50120093|ref|YP_049260.1|	gi|261822501|ref|YP_003260607.1|	90.91	90.91	100	100	100	100	248.0	248.0	3.999999999999999e-86	3.999999999999999e-86
885	gi|50120094|ref|YP_049261.1|	gi|261822500|ref|YP_003260606.1|	96.54	96.54	100	100	100	100	467.0	467.0	4.9999999999999985e-169	4.9999999999999985e-169
886	gi|50120095|ref|YP_049262.1|	gi|261822499|ref|YP_003260605.1|	95.25	95.25	100	100	100	100	714.0	714.0	0.0	0.0
887	gi|50120096|ref|YP_049263.1|	gi|261822497|ref|YP_003260603.1|	100.0	100.0	86	100	100	86	316.0	316.0	9.999999999999997e-112	8.999999999999998e-112
888	gi|50120097|ref|YP_049264.1|	gi|261822496|ref|YP_003260602.1|	95.42	95.42	100	100	100	100	1149.0	1149.0	0.0	0.0
889	gi|50120098|ref|YP_049265.1|	gi|261822495|ref|YP_003260601.1|	92.87	92.87	99	98	98	99	1114.0	1114.0	0.0	0.0
890	gi|50120099|ref|YP_049266.1|	gi|261822494|ref|YP_003260600.1|	99.07	99.07	100	95	95	100	210.0	210.0	5.999999999999998e-72	6.999999999999999e-72
891	gi|50120100|ref|YP_049267.1|	gi|261822493|ref|YP_003260599.1|	98.37	98.37	100	100	100	100	838.0	838.0	0.0	0.0
892	gi|50120101|ref|YP_049268.1|	gi|261822492|ref|YP_003260598.1|	96.99	96.99	92	92	92	92	540.0	540.0	0.0	0.0
893	gi|50120102|ref|YP_049269.1|	gi|261822491|ref|YP_003260597.1|	91.75	91.75	100	100	100	100	353.0	353.0	1.9999999999999998e-125	1.9999999999999998e-125
894	gi|50120103|ref|YP_049270.1|	gi|261822490|ref|YP_003260596.1|	97.17	97.17	100	100	100	100	214.0	214.0	1.9999999999999997e-73	1.9999999999999997e-73
895	gi|50120104|ref|YP_049271.1|	gi|261822489|ref|YP_003260595.1|	98.51	98.51	100	100	100	100	137.0	137.0	2e-44	2e-44
896	gi|50120105|ref|YP_049272.1|	gi|261822488|ref|YP_003260594.1|	99.18	99.18	100	100	100	100	256.0	256.0	9.999999999999999e-90	9.999999999999999e-90
897	gi|50120106|ref|YP_049273.1|	gi|261822487|ref|YP_003260593.1|	100.0	100.0	100	100	100	100	94.4	94.4	5e-28	5e-28
898	gi|50120107|ref|YP_049274.1|	gi|261822486|ref|YP_003260592.1|	95.12	95.12	100	100	100	100	162.0	162.0	9e-54	9e-54
899	gi|50120108|ref|YP_049275.1|	gi|261822485|ref|YP_003260591.1|	97.12	97.12	100	100	100	100	2063.0	2063.0	0.0	0.0
900	gi|50120109|ref|YP_049276.1|	gi|261822484|ref|YP_003260590.1|	95.23	94.97	100	100	100	100	728.0	707.0	0.0	0.0
901	gi|50120110|ref|YP_049277.1|	gi|261822483|ref|YP_003260589.1|	94.81	94.81	99	99	99	99	421.0	421.0	1.9999999999999995e-151	1.9999999999999995e-151
902	gi|50120111|ref|YP_049278.1|	gi|261822482|ref|YP_003260588.1|	87.5	87.5	100	94	94	100	95.9	95.9	2e-28	2e-28
903	gi|50120112|ref|YP_049279.1|	gi|261822481|ref|YP_003260587.1|	92.7	92.7	100	100	100	100	320.0	320.0	5.999999999999999e-113	5.999999999999999e-113
904	gi|50120113|ref|YP_049280.1|	gi|261822480|ref|YP_003260586.1|	94.74	94.74	100	100	100	100	202.0	203.0	3.9999999999999994e-68	2.999999999999999e-68
905	gi|50120114|ref|YP_049281.1|	gi|261822479|ref|YP_003260585.1|	98.38	98.38	100	100	100	100	369.0	369.0	7.999999999999999e-132	7.999999999999999e-132
906	gi|50120115|ref|YP_049282.1|	gi|261822478|ref|YP_003260584.1|	95.66	95.66	100	100	100	100	1340.0	1320.0	0.0	0.0
907	gi|50120116|ref|YP_049283.1|	gi|261822477|ref|YP_003260583.1|	99.08	99.08	100	100	100	100	221.0	221.0	2.999999999999999e-76	2.999999999999999e-76
908	gi|50120117|ref|YP_049284.1|	gi|261822476|ref|YP_003260582.1|	97.51	97.51	100	100	100	100	404.0	404.0	3.999999999999999e-145	3.999999999999999e-145
909	gi|50120118|ref|YP_049285.1|	gi|261822475|ref|YP_003260581.1|	98.89	98.89	100	100	100	100	1278.0	1278.0	0.0	0.0
910	gi|50120119|ref|YP_049286.1|	gi|261822474|ref|YP_003260580.1|	98.6	98.6	100	100	100	100	427.0	427.0	4.999999999999999e-154	5.999999999999999e-154
911	gi|50120120|ref|YP_049287.1|	gi|261822473|ref|YP_003260579.1|	98.12	98.12	100	100	100	100	648.0	648.0	0.0	0.0
912	gi|50120121|ref|YP_049288.1|	gi|261822472|ref|YP_003260578.1|	98.93	98.93	100	100	100	100	1097.0	1097.0	0.0	0.0
913	gi|50120123|ref|YP_049290.1|	gi|261822471|ref|YP_003260577.1|	98.91	98.91	100	100	100	100	1133.0	1133.0	0.0	0.0
914	gi|50120126|ref|YP_049293.1|	gi|261822469|ref|YP_003260575.1|	99.44	99.44	100	100	100	100	1429.0	1429.0	0.0	0.0
915	gi|50120127|ref|YP_049294.1|	gi|261822468|ref|YP_003260574.1|	100.0	100.0	98	100	100	98	141.0	141.0	5e-46	5e-46
916	gi|50120128|ref|YP_049295.1|	gi|261822467|ref|YP_003260573.1|	96.04	96.04	100	100	100	100	648.0	648.0	0.0	0.0
917	gi|50120129|ref|YP_049296.1|	gi|261822466|ref|YP_003260572.1|	98.91	98.91	100	100	100	100	947.0	947.0	0.0	0.0
918	gi|50120130|ref|YP_049297.1|	gi|261822465|ref|YP_003260571.1|	97.48	97.48	100	100	100	100	316.0	316.0	3.9999999999999993e-112	3.9999999999999993e-112
919	gi|50120131|ref|YP_049298.1|	gi|261822464|ref|YP_003260570.1|	91.48	91.48	99	99	99	99	476.0	475.0	1.9999999999999995e-171	3.999999999999999e-171
920	gi|50120132|ref|YP_049299.1|	gi|261822463|ref|YP_003260569.1|	94.6	94.6	100	100	100	100	1739.0	1705.0	0.0	0.0
921	gi|50120133|ref|YP_049300.1|	gi|261822461|ref|YP_003260567.1|	95.59	95.59	100	98	98	100	273.0	273.0	9.999999999999997e-96	9.999999999999997e-96
922	gi|50120134|ref|YP_049301.1|	gi|261822460|ref|YP_003260566.1|	93.38	93.38	100	100	100	100	265.0	264.0	6.999999999999998e-92	9.999999999999999e-92
923	gi|50120135|ref|YP_049302.1|	gi|261822459|ref|YP_003260565.1|	98.36	98.36	100	100	100	100	611.0	611.0	0.0	0.0
924	gi|50120136|ref|YP_049303.1|	gi|261822458|ref|YP_003260564.1|	96.51	96.51	100	100	100	100	170.0	170.0	1e-56	1e-56
925	gi|50120137|ref|YP_049304.1|	gi|261822457|ref|YP_003260563.1|	98.67	98.67	100	100	100	100	775.0	775.0	0.0	0.0
926	gi|50120138|ref|YP_049305.1|	gi|261822456|ref|YP_003260562.1|	98.29	98.29	100	100	100	100	1560.0	1560.0	0.0	0.0
927	gi|50120139|ref|YP_049306.1|	gi|261822455|ref|YP_003260561.1|	95.82	95.82	99	100	100	99	476.0	476.0	9.999999999999998e-173	9.999999999999998e-173
928	gi|50120140|ref|YP_049307.1|	gi|261822454|ref|YP_003260560.1|	98.29	98.29	100	100	100	100	1752.0	1752.0	0.0	0.0
929	gi|50120141|ref|YP_049308.1|	gi|261822453|ref|YP_003260559.1|	94.1	94.1	99	99	99	99	1852.0	1852.0	0.0	0.0
930	gi|50120142|ref|YP_049309.1|	gi|261822452|ref|YP_003260558.1|	98.61	98.61	100	100	100	100	419.0	419.0	6.999999999999999e-151	6.999999999999999e-151
931	gi|50120143|ref|YP_049310.1|	gi|261822451|ref|YP_003260557.1|	93.18	93.18	100	100	100	100	1659.0	1651.0	0.0	0.0
932	gi|50120144|ref|YP_049311.1|	gi|261822450|ref|YP_003260556.1|	93.32	93.32	100	100	100	100	658.0	659.0	0.0	0.0
933	gi|50120145|ref|YP_049312.1|	gi|261822449|ref|YP_003260555.1|	91.37	91.37	100	100	100	100	264.0	264.0	3.999999999999999e-92	3.999999999999999e-92
934	gi|50120146|ref|YP_049313.1|	gi|261822448|ref|YP_003260554.1|	96.43	96.43	98	99	99	98	498.0	498.0	1.9999999999999996e-180	1.9999999999999996e-180
935	gi|50120149|ref|YP_049316.1|	gi|261822447|ref|YP_003260553.1|	94.77	94.77	100	99	99	100	849.0	829.0	0.0	0.0
936	gi|50120150|ref|YP_049317.1|	gi|261822446|ref|YP_003260552.1|	95.0	95.0	100	100	100	100	1078.0	1078.0	0.0	0.0
937	gi|50120151|ref|YP_049318.1|	gi|261822445|ref|YP_003260551.1|	87.75	87.75	100	95	95	100	461.0	461.0	8.999999999999997e-166	8.999999999999997e-166
938	gi|50120152|ref|YP_049319.1|	gi|261822444|ref|YP_003260550.1|	99.65	99.65	100	100	100	100	597.0	597.0	0.0	0.0
939	gi|50120153|ref|YP_049320.1|	gi|261822443|ref|YP_003260549.1|	94.74	94.74	100	100	100	100	620.0	620.0	0.0	0.0
940	gi|50120154|ref|YP_049321.1|	gi|261822442|ref|YP_003260548.1|	85.05	85.08	99	101	101	100	808.0	801.0	0.0	0.0
941	gi|50120156|ref|YP_049323.1|	gi|261822441|ref|YP_003260547.1|	97.77	97.77	100	100	100	100	352.0	352.0	1.9999999999999998e-125	1.9999999999999998e-125
942	gi|50120157|ref|YP_049324.1|	gi|261822440|ref|YP_003260546.1|	96.27	96.27	100	100	100	100	733.0	740.0	0.0	0.0
943	gi|50120158|ref|YP_049325.1|	gi|261822439|ref|YP_003260545.1|	95.47	95.47	100	100	100	100	761.0	761.0	0.0	0.0
944	gi|50120159|ref|YP_049326.1|	gi|261822438|ref|YP_003260544.1|	96.5	96.5	100	100	100	100	553.0	553.0	0.0	0.0
945	gi|50120160|ref|YP_049327.1|	gi|261822437|ref|YP_003260543.1|	96.88	96.88	100	100	100	100	506.0	506.0	0.0	0.0
946	gi|50120161|ref|YP_049328.1|	gi|261822436|ref|YP_003260542.1|	95.94	95.94	86	100	100	86	390.0	390.0	9.999999999999998e-140	9.999999999999998e-140
947	gi|50120162|ref|YP_049329.1|	gi|261822435|ref|YP_003260541.1|	98.31	98.31	100	72	72	100	348.0	348.0	2.9999999999999995e-123	4.9999999999999996e-123
948	gi|50120163|ref|YP_049330.1|	gi|261822434|ref|YP_003260540.1|	98.15	98.15	100	100	100	100	1579.0	1579.0	0.0	0.0
949	gi|50120192|ref|YP_049359.1|	gi|261822431|ref|YP_003260537.1|	94.79	94.79	99	100	100	99	391.0	391.0	5.999999999999998e-140	7.999999999999998e-140
950	gi|50120193|ref|YP_049360.1|	gi|261822430|ref|YP_003260536.1|	98.84	98.84	100	100	100	100	699.0	699.0	0.0	0.0
951	gi|50120194|ref|YP_049361.1|	gi|261822429|ref|YP_003260535.1|	98.56	98.56	100	100	100	100	416.0	416.0	9.999999999999998e-150	9.999999999999998e-150
952	gi|50120195|ref|YP_049362.1|	gi|261822428|ref|YP_003260534.1|	98.6	98.6	100	100	100	100	829.0	829.0	0.0	0.0
953	gi|50120196|ref|YP_049363.1|	gi|261822427|ref|YP_003260533.1|	97.87	97.87	98	100	100	98	470.0	470.0	3.999999999999999e-170	3.999999999999999e-170
954	gi|50120197|ref|YP_049364.1|	gi|261822426|ref|YP_003260532.1|	94.31	94.31	100	98	98	100	233.0	233.0	2.9999999999999993e-80	2.9999999999999993e-80
955	gi|50120198|ref|YP_049365.1|	gi|261822425|ref|YP_003260531.1|	97.33	97.33	100	100	100	100	960.0	960.0	0.0	0.0
956	gi|50120199|ref|YP_049366.1|	gi|261822424|ref|YP_003260530.1|	99.35	99.35	100	100	100	100	318.0	318.0	6.999999999999997e-113	6.999999999999997e-113
957	gi|50120200|ref|YP_049367.1|	gi|261822423|ref|YP_003260529.1|	98.91	98.91	100	100	100	100	376.0	376.0	6.999999999999997e-135	6.999999999999997e-135
958	gi|50120201|ref|YP_049368.1|	gi|261822422|ref|YP_003260528.1|	98.29	98.29	100	100	100	100	591.0	591.0	0.0	0.0
959	gi|50120202|ref|YP_049369.1|	gi|261822421|ref|YP_003260527.1|	93.04	93.04	100	100	100	100	653.0	653.0	0.0	0.0
960	gi|50120203|ref|YP_049370.1|	gi|261822420|ref|YP_003260526.1|	99.16	99.16	100	100	100	100	479.0	479.0	9.999999999999997e-174	9.999999999999997e-174
961	gi|50120204|ref|YP_049371.1|	gi|261822419|ref|YP_003260525.1|	98.0	98.0	100	100	100	100	276.0	276.0	9.999999999999997e-97	9.999999999999997e-97
962	gi|50120205|ref|YP_049372.1|	gi|261822418|ref|YP_003260524.1|	83.69	83.69	100	99	99	100	1157.0	1157.0	0.0	0.0
963	gi|50120218|ref|YP_049385.1|	gi|261822417|ref|YP_003260523.1|	92.0	92.0	100	100	100	100	144.0	144.0	9e-47	1e-46
964	gi|50120219|ref|YP_049386.1|	gi|261822416|ref|YP_003260522.1|	90.24	90.24	100	100	100	100	382.0	382.0	1.9999999999999996e-136	1.9999999999999996e-136
965	gi|50120220|ref|YP_049387.1|	gi|261822415|ref|YP_003260521.1|	94.06	94.06	100	100	100	100	961.0	974.0	0.0	0.0
966	gi|50120221|ref|YP_049388.1|	gi|261822414|ref|YP_003260520.1|	97.19	97.19	100	100	100	100	779.0	779.0	0.0	0.0
967	gi|50120222|ref|YP_049389.1|	gi|261822413|ref|YP_003260519.1|	97.67	97.67	100	100	100	100	431.0	431.0	1.9999999999999996e-155	1.9999999999999996e-155
968	gi|50120223|ref|YP_049390.1|	gi|261822412|ref|YP_003260518.1|	99.08	99.08	100	100	100	100	435.0	435.0	5.999999999999997e-157	5.999999999999997e-157
969	gi|50120224|ref|YP_049391.1|	gi|261822411|ref|YP_003260517.1|	98.99	98.99	100	100	100	100	198.0	198.0	1.9999999999999996e-67	1.9999999999999996e-67
970	gi|50120225|ref|YP_049392.1|	gi|261822410|ref|YP_003260516.1|	97.98	97.98	100	100	100	100	887.0	887.0	0.0	0.0
971	gi|50120226|ref|YP_049393.1|	gi|261822409|ref|YP_003260515.1|	97.73	97.73	100	100	100	100	855.0	855.0	0.0	0.0
972	gi|50120227|ref|YP_049394.1|	gi|261822408|ref|YP_003260514.1|	96.31	96.31	99	99	99	99	599.0	599.0	0.0	0.0
973	gi|50120228|ref|YP_049395.1|	gi|261822407|ref|YP_003260513.1|	96.83	96.83	100	101	101	100	119.0	119.0	2.9999999999999996e-37	2.9999999999999996e-37
974	gi|50120229|ref|YP_049396.1|	gi|261822406|ref|YP_003260512.1|	93.27	93.27	100	99	99	100	431.0	431.0	4.999999999999999e-155	4.999999999999999e-155
975	gi|50120230|ref|YP_049397.1|	gi|261822405|ref|YP_003260511.1|	97.87	97.87	100	100	100	100	768.0	768.0	0.0	0.0
976	gi|50120231|ref|YP_049398.1|	gi|261822404|ref|YP_003260510.1|	94.4	94.4	100	100	100	100	248.0	248.0	3.999999999999999e-86	3.999999999999999e-86
977	gi|50120232|ref|YP_049399.1|	gi|261822403|ref|YP_003260509.1|	94.85	94.85	98	98	98	98	451.0	451.0	9.999999999999997e-163	9.999999999999997e-163
978	gi|50120233|ref|YP_049400.1|	gi|261822402|ref|YP_003260508.1|	100.0	100.0	100	100	100	100	139.0	139.0	2.9999999999999995e-45	2.9999999999999995e-45
979	gi|50120234|ref|YP_049401.1|	gi|261822401|ref|YP_003260507.1|	98.43	98.43	100	100	100	100	242.0	242.0	8.999999999999998e-84	9.999999999999999e-84
980	gi|50120235|ref|YP_049402.1|	gi|261822400|ref|YP_003260506.1|	89.23	89.23	100	100	100	100	113.0	113.0	5e-35	5e-35
981	gi|50120236|ref|YP_049403.1|	gi|261822399|ref|YP_003260505.1|	99.07	99.07	100	100	100	100	665.0	665.0	0.0	0.0
982	gi|50120237|ref|YP_049404.1|	gi|261822398|ref|YP_003260504.1|	95.56	95.56	99	99	99	99	448.0	448.0	6.999999999999999e-162	6.999999999999999e-162
983	gi|50120238|ref|YP_049405.1|	gi|261822397|ref|YP_003260503.1|	98.85	98.85	100	100	100	100	178.0	178.0	5.999999999999999e-60	5.999999999999999e-60
984	gi|50120239|ref|YP_049406.1|	gi|261822396|ref|YP_003260502.1|	99.75	99.75	100	100	100	100	831.0	831.0	0.0	0.0
985	gi|50120240|ref|YP_049407.1|	gi|261822395|ref|YP_003260501.1|	90.08	89.54	100	100	100	100	659.0	640.0	0.0	0.0
986	gi|50120241|ref|YP_049408.1|	gi|261822394|ref|YP_003260500.1|	98.65	98.65	100	100	100	100	724.0	724.0	0.0	0.0
987	gi|50120242|ref|YP_049409.1|	gi|261822393|ref|YP_003260499.1|	98.26	98.26	100	100	100	100	1286.0	1286.0	0.0	0.0
988	gi|50120243|ref|YP_049410.1|	gi|261822392|ref|YP_003260498.1|	98.72	98.72	100	100	100	100	318.0	318.0	9.999999999999998e-113	9.999999999999998e-113
989	gi|50120244|ref|YP_049411.1|	gi|261822391|ref|YP_003260497.1|	99.05	99.05	100	100	100	100	209.0	209.0	8.999999999999998e-72	8.999999999999998e-72
990	gi|50120245|ref|YP_049412.1|	gi|261822390|ref|YP_003260496.1|	92.92	92.92	99	92	92	99	404.0	404.0	6.999999999999997e-145	7.999999999999998e-145
991	gi|50120246|ref|YP_049413.1|	gi|261822389|ref|YP_003260495.1|	97.07	97.07	100	100	100	100	674.0	674.0	0.0	0.0
992	gi|50120247|ref|YP_049414.1|	gi|261822388|ref|YP_003260494.1|	96.2	96.2	100	100	100	100	359.0	359.0	3.9999999999999987e-128	4.999999999999999e-128
993	gi|50120248|ref|YP_049415.1|	gi|261822387|ref|YP_003260493.1|	98.02	98.02	100	100	100	100	1764.0	1764.0	0.0	0.0
994	gi|50120249|ref|YP_049416.1|	gi|261822386|ref|YP_003260492.1|	96.25	96.25	100	100	100	100	327.0	327.0	3.9999999999999994e-116	3.9999999999999994e-116
995	gi|50120250|ref|YP_049417.1|	gi|261822385|ref|YP_003260491.1|	97.93	97.93	100	100	100	100	491.0	491.0	1.9999999999999994e-178	1.9999999999999994e-178
996	gi|50120251|ref|YP_049418.1|	gi|261822384|ref|YP_003260490.1|	98.21	98.21	100	100	100	100	437.0	437.0	1.9999999999999996e-157	1.9999999999999996e-157
997	gi|50120252|ref|YP_049419.1|	gi|261822383|ref|YP_003260489.1|	99.19	99.19	100	100	100	100	496.0	496.0	2.9999999999999988e-180	2.9999999999999988e-180
998	gi|50120253|ref|YP_049420.1|	gi|261822382|ref|YP_003260488.1|	98.32	98.32	100	100	100	100	603.0	603.0	0.0	0.0
999	gi|50120254|ref|YP_049421.1|	gi|261822381|ref|YP_003260487.1|	96.27	96.27	100	100	100	100	1000.0	1000.0	0.0	0.0
1000	gi|50120255|ref|YP_049422.1|	gi|261822380|ref|YP_003260486.1|	98.97	98.97	100	100	100	100	585.0	585.0	0.0	0.0
1001	gi|50120256|ref|YP_049423.1|	gi|261822379|ref|YP_003260485.1|	98.74	98.74	100	100	100	100	320.0	320.0	9.999999999999998e-114	9.999999999999998e-114
1002	gi|50120257|ref|YP_049424.1|	gi|261822378|ref|YP_003260484.1|	98.3	98.3	100	100	100	100	708.0	708.0	0.0	0.0
1003	gi|50120258|ref|YP_049425.1|	gi|261822377|ref|YP_003260483.1|	98.95	98.95	100	100	100	100	974.0	974.0	0.0	0.0
1004	gi|50120259|ref|YP_049426.1|	gi|261822376|ref|YP_003260482.1|	92.27	92.27	100	100	100	100	700.0	706.0	0.0	0.0
1005	gi|50120260|ref|YP_049427.1|	gi|261822375|ref|YP_003260481.1|	67.31	67.31	92	101	101	92	291.0	291.0	1.9999999999999995e-100	1.9999999999999995e-100
1006	gi|50120262|ref|YP_049429.1|	gi|261822374|ref|YP_003260480.1|	98.92	98.92	100	100	100	100	1140.0	1140.0	0.0	0.0
1007	gi|50120263|ref|YP_049430.1|	gi|261822373|ref|YP_003260479.1|	94.1	94.1	100	100	100	100	784.0	784.0	0.0	0.0
1008	gi|50120264|ref|YP_049431.1|	gi|261822372|ref|YP_003260478.1|	95.28	95.28	99	100	100	99	757.0	757.0	0.0	0.0
1009	gi|50120265|ref|YP_049432.1|	gi|261822371|ref|YP_003260477.1|	95.86	95.86	100	100	100	100	535.0	535.0	0.0	0.0
1010	gi|50120266|ref|YP_049433.1|	gi|261822370|ref|YP_003260476.1|	93.98	93.98	100	100	100	100	944.0	944.0	0.0	0.0
1011	gi|50120267|ref|YP_049434.1|	gi|261822369|ref|YP_003260475.1|	96.74	96.74	100	100	100	100	1127.0	1127.0	0.0	0.0
1012	gi|50120268|ref|YP_049435.1|	gi|261822368|ref|YP_003260474.1|	97.99	97.99	100	100	100	100	301.0	301.0	1.9999999999999996e-106	1.9999999999999996e-106
1013	gi|50120269|ref|YP_049436.1|	gi|261822367|ref|YP_003260473.1|	98.29	98.29	100	100	100	100	353.0	353.0	2.9999999999999995e-126	2.9999999999999995e-126
1014	gi|50120271|ref|YP_049438.1|	gi|261822366|ref|YP_003260472.1|	95.86	95.86	100	100	100	100	1044.0	1085.0	0.0	0.0
1015	gi|50120272|ref|YP_049439.1|	gi|261822365|ref|YP_003260471.1|	98.91	98.91	98	98	98	98	177.0	177.0	1e-59	1e-59
1016	gi|50120273|ref|YP_049440.1|	gi|261822364|ref|YP_003260470.1|	95.29	95.29	100	98	98	100	499.0	499.0	0.0	0.0
1017	gi|50120274|ref|YP_049441.1|	gi|261822363|ref|YP_003260469.1|	96.07	96.07	100	100	100	100	359.0	359.0	2.9999999999999993e-128	2.9999999999999993e-128
1018	gi|50120275|ref|YP_049442.1|	gi|261822362|ref|YP_003260468.1|	98.72	98.72	100	100	100	100	1115.0	1115.0	0.0	0.0
1019	gi|50120276|ref|YP_049443.1|	gi|261822361|ref|YP_003260467.1|	96.48	96.48	100	100	100	100	254.0	254.0	4.999999999999999e-88	4.999999999999999e-88
1020	gi|50120277|ref|YP_049444.1|	gi|261822360|ref|YP_003260466.1|	97.39	97.39	67	75	75	67	306.0	306.0	1.9999999999999996e-106	1.9999999999999996e-106
1021	gi|50120283|ref|YP_049450.1|	gi|261822357|ref|YP_003260463.1|	98.53	98.53	100	100	100	100	139.0	139.0	5.999999999999999e-45	5.999999999999999e-45
1022	gi|50120287|ref|YP_049454.1|	gi|261822356|ref|YP_003260462.1|	94.67	94.67	100	100	100	100	631.0	631.0	0.0	0.0
1023	gi|50120288|ref|YP_049455.1|	gi|261822355|ref|YP_003260461.1|	92.07	92.07	98	100	100	98	957.0	957.0	0.0	0.0
1024	gi|50120289|ref|YP_049456.1|	gi|261822354|ref|YP_003260460.1|	96.36	96.36	100	100	100	100	496.0	496.0	4.9999999999999975e-180	4.9999999999999975e-180
1025	gi|50120290|ref|YP_049457.1|	gi|261822353|ref|YP_003260459.1|	95.87	95.87	100	100	100	100	425.0	425.0	4.999999999999999e-153	4.999999999999999e-153
1026	gi|50120291|ref|YP_049458.1|	gi|261822352|ref|YP_003260458.1|	96.5	96.5	100	100	100	100	619.0	619.0	0.0	0.0
1027	gi|50120292|ref|YP_049459.1|	gi|261822351|ref|YP_003260457.1|	95.9	95.9	99	99	99	99	458.0	479.0	3.999999999999999e-165	1.9999999999999994e-173
1028	gi|50120293|ref|YP_049460.1|	gi|261822350|ref|YP_003260456.1|	91.63	91.63	100	100	100	100	402.0	402.0	2.999999999999999e-144	2.999999999999999e-144
1029	gi|50120294|ref|YP_049461.1|	gi|261822349|ref|YP_003260455.1|	96.18	96.18	99	99	99	99	521.0	521.0	0.0	0.0
1030	gi|50120295|ref|YP_049462.1|	gi|261822348|ref|YP_003260454.1|	98.83	98.83	100	100	100	100	887.0	887.0	0.0	0.0
1031	gi|50120296|ref|YP_049463.1|	gi|261822347|ref|YP_003260453.1|	97.67	97.67	100	100	100	100	249.0	249.0	9.999999999999997e-87	9.999999999999997e-87
1032	gi|50120297|ref|YP_049464.1|	gi|261822346|ref|YP_003260452.1|	97.39	97.39	100	100	100	100	219.0	219.0	4e-75	4e-75
1033	gi|50120298|ref|YP_049465.1|	gi|261822345|ref|YP_003260451.1|	99.15	99.15	100	100	100	100	1216.0	1216.0	0.0	0.0
1034	gi|50120299|ref|YP_049466.1|	gi|261822344|ref|YP_003260450.1|	98.74	98.74	100	100	100	100	491.0	491.0	2.9999999999999993e-178	2.9999999999999993e-178
1035	gi|50120300|ref|YP_049467.1|	gi|261822343|ref|YP_003260449.1|	98.5	98.5	100	100	100	100	1933.0	1933.0	0.0	0.0
1036	gi|50120301|ref|YP_049468.1|	gi|261822342|ref|YP_003260448.1|	98.04	98.04	100	100	100	100	806.0	806.0	0.0	0.0
1037	gi|50120302|ref|YP_049469.1|	gi|261822341|ref|YP_003260447.1|	99.74	99.74	100	100	100	100	785.0	785.0	0.0	0.0
1038	gi|50120303|ref|YP_049470.1|	gi|261822340|ref|YP_003260446.1|	99.31	99.31	100	100	100	100	573.0	573.0	0.0	0.0
1039	gi|50120304|ref|YP_049471.1|	gi|261822338|ref|YP_003260444.1|	97.13	97.13	100	100	100	100	1043.0	1043.0	0.0	0.0
1040	gi|50120305|ref|YP_049472.1|	gi|261822337|ref|YP_003260443.1|	97.36	97.36	100	100	100	100	753.0	753.0	0.0	0.0
1041	gi|50120306|ref|YP_049473.1|	gi|261822336|ref|YP_003260442.1|	94.74	94.74	100	100	100	100	74.3	74.3	2.0000000000000002e-20	2.0000000000000002e-20
1042	gi|50120307|ref|YP_049474.1|	gi|261822335|ref|YP_003260441.1|	95.88	95.88	100	100	100	100	191.0	191.0	9.999999999999998e-65	9.999999999999998e-65
1043	gi|50120308|ref|YP_049475.1|	gi|261822334|ref|YP_003260440.1|	93.28	93.28	100	100	100	100	265.0	265.0	9.999999999999998e-93	9.999999999999998e-93
1044	gi|50120309|ref|YP_049476.1|	gi|261822333|ref|YP_003260439.1|	98.68	98.68	100	100	100	100	461.0	461.0	3.9999999999999985e-167	3.9999999999999985e-167
1045	gi|50120310|ref|YP_049477.1|	gi|261822332|ref|YP_003260438.1|	99.29	99.29	100	100	100	100	280.0	280.0	1.9999999999999996e-98	1.9999999999999996e-98
1046	gi|50120311|ref|YP_049478.1|	gi|261822331|ref|YP_003260437.1|	94.68	94.68	100	102	102	100	701.0	701.0	0.0	0.0
1047	gi|50120312|ref|YP_049479.1|	gi|261822330|ref|YP_003260436.1|	98.84	98.84	100	100	100	100	863.0	863.0	0.0	0.0
1048	gi|50120313|ref|YP_049480.1|	gi|261822329|ref|YP_003260435.1|	99.41	99.41	100	100	100	100	345.0	345.0	3.9999999999999996e-123	4.9999999999999996e-123
1049	gi|50120314|ref|YP_049481.1|	gi|261822328|ref|YP_003260434.1|	96.9	96.9	100	100	100	100	510.0	510.0	0.0	0.0
