#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
gi|50120053|ref|YP_049220.1|	1_1007	439	439	100	100	439	84.05	  732
gi|50120054|ref|YP_049221.1|	1_1008	458	457	98	98	449	88.86	  749
gi|50120056|ref|YP_049223.1|	1_1010	200	200	100	100	200	93.00	  390
gi|50120057|ref|YP_049224.1|	1_1011	193	201	100	96	193	76.17	  305
gi|50120058|ref|YP_049225.1|	1_1012	355	355	100	100	355	88.73	  654
gi|50120059|ref|YP_049226.1|	1_1013	381	387	100	98	381	91.34	  732
gi|50120060|ref|YP_049227.1|	1_1014	110	111	100	100	111	83.78	  178
gi|50120061|ref|YP_049228.1|	1_1015	615	604	98	98	593	87.75	 1070
gi|50120062|ref|YP_049229.1|	1_1016	322	323	100	100	323	73.99	  491
gi|50120063|ref|YP_049230.1|	1_1017	189	186	89	90	169	61.54	  199
gi|50120064|ref|YP_049231.1|	1_1019	149	149	100	100	149	94.63	  291
gi|50120065|ref|YP_049232.1|	1_1020	369	370	99	99	365	81.37	  597
gi|50120066|ref|YP_049233.1|	1_1021	158	157	100	99	158	87.34	  279
gi|50120067|ref|YP_049234.1|	1_1022	139	139	100	100	139	87.05	  234
gi|50120068|ref|YP_049235.1|	1_1023	326	324	99	99	322	78.26	  511
gi|50120069|ref|YP_049236.1|	1_1024	168	170	97	96	163	80.37	  253
gi|50120070|ref|YP_049237.1|	1_1025	621	620	99	99	620	88.39	 1150
gi|50120071|ref|YP_049238.1|	1_1026	303	303	100	100	303	80.20	  466
gi|50120072|ref|YP_049239.1|	1_1027	82	82	100	100	82	82.93	  138
gi|50120073|ref|YP_049240.1|	1_1028	482	482	100	100	482	90.87	  909
gi|50120074|ref|YP_049241.1|	1_1029	196	198	100	99	196	80.10	  337
gi|50120075|ref|YP_049242.1|	1_1030	302	306	100	100	306	77.12	  496
gi|50120076|ref|YP_049243.1|	1_1031	163	163	100	100	163	87.12	  300
gi|50120077|ref|YP_049244.1|	1_1034	454	454	99	100	454	81.94	  735
gi|50120078|ref|YP_049245.1|	1_1038	296	297	100	99	296	92.91	  549
gi|50120079|ref|YP_049246.1|	1_1039	110	110	100	100	110	84.55	  188
gi|50120080|ref|YP_049247.1|	1_1040	204	204	100	100	204	87.25	  369
gi|50120081|ref|YP_049248.1|	1_1041	663	663	100	100	663	92.91	 1269
gi|50120082|ref|YP_049249.1|	1_1042	320	316	98	100	316	85.44	  555
gi|50120083|ref|YP_049250.1|	1_1043	495	489	99	99	488	73.16	  706
gi|50120084|ref|YP_049251.1|	1_1044	192	152	79	100	152	80.92	  261
gi|50120085|ref|YP_049252.1|	1_1045	104	104	98	98	102	81.37	  175
gi|50120086|ref|YP_049253.1|	1_1046	434	434	100	100	434	85.25	  763
gi|50120087|ref|YP_049254.1|	1_1047	207	207	99	99	206	93.20	  406
gi|50120088|ref|YP_049255.1|	1_1048	424	424	100	100	424	95.52	  827
gi|50120089|ref|YP_049256.1|	1_1049	793	806	99	97	783	94.51	 1526
gi|50120091|ref|YP_049258.1|	1_1051	626	626	100	100	626	73.32	  956
gi|50120092|ref|YP_049259.1|	1_1052	121	124	100	100	124	65.32	  155
gi|50120094|ref|YP_049261.1|	1_1053	231	231	100	100	231	83.98	  416
gi|50120095|ref|YP_049262.1|	1_1054	358	350	96	99	345	86.09	  636
gi|50120096|ref|YP_049263.1|	1_1055	176	153	87	100	153	84.31	  271
gi|50120097|ref|YP_049264.1|	1_1057	589	528	88	98	518	79.54	  834
gi|50120098|ref|YP_049265.1|	1_1058	591	597	98	97	582	78.35	  911
gi|50120099|ref|YP_049266.1|	1_1059	107	112	100	96	107	99.07	  210
gi|50120100|ref|YP_049267.1|	1_1060	430	430	99	100	430	83.49	  698
gi|50120101|ref|YP_049268.1|	1_1061	287	287	93	93	266	80.45	  447
gi|50120102|ref|YP_049269.1|	1_1062	193	186	88	91	171	62.57	  216
gi|50120103|ref|YP_049270.1|	1_1063	106	109	98	95	104	64.42	  148
gi|50120104|ref|YP_049271.1|	1_1064	67	67	100	100	67	95.52	  135
gi|50120105|ref|YP_049272.1|	1_1065	122	122	100	100	122	79.51	  214
gi|50120106|ref|YP_049273.1|	1_1066	47	47	98	98	46	91.30	63.5
gi|50120107|ref|YP_049274.1|	1_1067	82	83	100	99	82	78.05	  135
gi|50120108|ref|YP_049275.1|	1_1068	1042	1048	100	97	1018	81.57	 1715
gi|50120109|ref|YP_049276.1|	1_1069	397	383	96	100	383	75.98	  569
gi|50120110|ref|YP_049277.1|	1_1070	213	216	99	98	212	72.64	  338
gi|50120111|ref|YP_049278.1|	1_1072	56	54	79	81	44	68.18	60.8
gi|50120112|ref|YP_049279.1|	1_1073	178	177	100	100	178	67.42	  224
gi|50120113|ref|YP_049280.1|	1_1075	133	122	92	100	122	81.15	  155
gi|50120114|ref|YP_049281.1|	1_1076	185	182	98	100	182	85.16	  323
gi|50120115|ref|YP_049282.1|	1_1077	691	670	100	100	693	76.33	 1019
gi|50120116|ref|YP_049283.1|	1_1078	109	109	100	100	109	90.83	  179
gi|50120117|ref|YP_049284.1|	1_1079	201	201	100	100	201	90.05	  376
gi|50120118|ref|YP_049285.1|	1_1080	629	629	100	100	629	88.71	 1150
gi|50120119|ref|YP_049286.1|	1_1081	214	214	100	100	214	88.32	  388
gi|50120120|ref|YP_049287.1|	1_1082	320	320	99	99	317	81.70	  544
gi|50120121|ref|YP_049288.1|	1_1083	561	561	100	100	562	84.34	  926
gi|50120123|ref|YP_049290.1|	1_1084	549	550	100	100	550	84.55	  992
gi|50120124|ref|YP_049291.1|	1_3189	684	722	80	76	558	42.83	  377
gi|50120126|ref|YP_049293.1|	1_3203	717	715	99	99	715	87.41	 1290
gi|50120127|ref|YP_049294.1|	1_3202	68	67	99	100	67	86.57	  125
gi|50120128|ref|YP_049295.1|	1_3201	328	320	98	100	320	64.38	  424
gi|50120129|ref|YP_049296.1|	1_1088	460	457	100	100	460	79.78	  773
gi|50120130|ref|YP_049297.1|	1_1089	159	159	100	100	159	86.16	  227
gi|50120131|ref|YP_049298.1|	1_1090	272	270	97	97	264	67.05	  346
gi|50120132|ref|YP_049299.1|	1_1091	907	944	99	99	936	73.82	 1336
gi|50120133|ref|YP_049300.1|	1_1092	136	140	96	94	131	80.15	  220
gi|50120134|ref|YP_049301.1|	1_1093	151	150	95	95	143	68.75	  189
gi|50120135|ref|YP_049302.1|	1_1094	304	304	99	99	302	88.74	  511
gi|50120136|ref|YP_049303.1|	1_1095	86	86	100	100	86	70.93	  130
gi|50120137|ref|YP_049304.1|	1_1096	376	376	100	100	376	94.15	  744
gi|50120138|ref|YP_049305.1|	1_1097	761	762	100	100	762	92.26	 1479
gi|50120139|ref|YP_049306.1|	1_1098	241	262	95	88	230	83.91	  414
gi|50120140|ref|YP_049307.1|	1_1099	879	877	100	98	856	90.22	 1607
gi|50120141|ref|YP_049308.1|	1_1100	951	954	99	99	954	68.24	 1320
gi|50120142|ref|YP_049309.1|	1_1101	214	216	100	99	214	95.33	  406
gi|50120143|ref|YP_049310.1|	1_1102	894	889	99	99	891	61.50	 1057
gi|50120144|ref|YP_049311.1|	1_1103	389	394	91	99	354	64.62	  406
gi|50120146|ref|YP_049313.1|	1_466	256	252	96	98	251	48.21	  182
gi|50120148|ref|YP_049315.1|	1_1288	295	253	81	94	239	48.54	  225
gi|50120149|ref|YP_049316.1|	1_1104	440	442	100	99	440	67.50	  556
gi|50120150|ref|YP_049317.1|	1_1105	560	558	99	100	559	72.27	  825
gi|50120151|ref|YP_049318.1|	1_1106	253	266	98	94	249	67.87	  343
gi|50120152|ref|YP_049319.1|	1_1107	285	285	100	100	285	95.79	  581
gi|50120153|ref|YP_049320.1|	1_1108	323	327	99	98	321	76.01	  496
gi|50120154|ref|YP_049321.1|	1_1109	476	463	98	98	465	65.38	  586
gi|50120156|ref|YP_049323.1|	1_1110	179	181	100	100	181	69.06	  247
gi|50120158|ref|YP_049325.1|	1_1111	397	397	100	100	397	78.34	  634
gi|50120159|ref|YP_049326.1|	1_1112	286	286	100	100	286	79.02	  449
gi|50120160|ref|YP_049327.1|	1_1113	256	258	99	99	255	84.71	  439
gi|50120161|ref|YP_049328.1|	1_1114	227	223	99	96	228	69.30	  318
gi|50120162|ref|YP_049329.1|	1_1115	177	177	100	100	177	87.01	  273
gi|50120163|ref|YP_049330.1|	1_1116	809	810	99	99	809	78.49	 1145
gi|50120164|ref|YP_049331.1|	1_2778	377	375	99	99	376	82.71	  610
gi|50120165|ref|YP_049332.1|	1_2777	336	338	99	97	334	67.37	  480
gi|50120166|ref|YP_049333.1|	1_2776	397	399	99	99	396	76.77	  579
gi|50120167|ref|YP_049334.1|	1_2775	564	568	100	100	568	78.17	  940
gi|229220653|ref|YP_049335.2|	1_2774	166	166	98	98	162	63.58	  205
gi|50120169|ref|YP_049336.1|	1_2773	157	183	97	83	152	55.26	  170
gi|50120170|ref|YP_049337.1|	1_2768	336	342	99	98	335	71.34	  486
gi|50120171|ref|YP_049338.1|	1_2769	372	371	99	99	369	65.58	  514
gi|50120172|ref|YP_049339.1|	1_1475	92	91	93	96	90	60.00	93.6
gi|50120173|ref|YP_049340.1|	1_2771	291	382	82	63	240	73.33	  350
gi|50120174|ref|YP_049341.1|	1_2772	117	113	97	100	114	54.39	  130
gi|50120175|ref|YP_049342.1|	1_1459	659	725	88	82	596	56.38	  630
gi|50120176|ref|YP_049343.1|	1_1464	160	165	94	91	150	55.33	  182
gi|50120177|ref|YP_049344.1|	1_1465	140	132	91	95	129	55.04	  136
gi|50120178|ref|YP_049345.1|	1_1466	259	263	97	96	252	75.00	  386
gi|50120179|ref|YP_049346.1|	1_1467	183	189	98	95	179	68.72	  268
gi|50120180|ref|YP_049347.1|	1_1468	578	575	99	99	570	78.25	  960
gi|50120181|ref|YP_049348.1|	1_1469	537	548	95	96	511	67.43	  641
gi|50120182|ref|YP_049349.1|	1_1470	216	216	100	100	216	65.28	  275
gi|50120183|ref|YP_049350.1|	1_1471	486	479	98	99	478	71.76	  676
gi|50120184|ref|YP_049351.1|	1_1472	316	315	96	96	303	73.27	  400
gi|50120185|ref|YP_049352.1|	1_1473	671	679	98	98	658	66.57	  790
gi|50120186|ref|YP_049353.1|	1_1474	206	208	90	89	186	60.75	  246
gi|50120188|ref|YP_049355.1|	1_1461	181	180	100	100	183	57.92	  210
gi|50120190|ref|YP_049357.1|	1_2767	767	764	96	99	757	58.12	  840
gi|50120191|ref|YP_049358.1|	1_1975	327	343	98	92	317	71.34	  446
gi|50120192|ref|YP_049359.1|	1_1126	212	212	100	100	212	72.17	  303
gi|50120193|ref|YP_049360.1|	1_1127	345	345	100	100	345	88.12	  639
gi|50120194|ref|YP_049361.1|	1_1128	208	208	100	100	208	94.71	  402
gi|50120195|ref|YP_049362.1|	1_1129	429	429	100	99	429	88.34	  757
gi|50120196|ref|YP_049363.1|	1_1130	238	235	99	100	235	91.91	  444
gi|50120197|ref|YP_049364.1|	1_1131	123	118	100	100	123	71.54	  181
gi|50120198|ref|YP_049365.1|	1_1132	487	487	100	100	487	76.18	  748
gi|50120199|ref|YP_049366.1|	1_1133	155	155	100	100	155	86.45	  285
gi|50120200|ref|YP_049367.1|	1_1134	183	189	99	96	182	86.81	  330
gi|50120201|ref|YP_049368.1|	1_1135	292	292	100	100	292	92.47	  556
gi|50120202|ref|YP_049369.1|	1_1136	345	346	100	99	345	71.01	  509
gi|50120203|ref|YP_049370.1|	1_1137	237	237	100	100	237	96.20	  466
gi|50120204|ref|YP_049371.1|	1_1138	150	150	99	99	149	85.91	  228
gi|50120205|ref|YP_049372.1|	1_1139	699	672	98	100	690	58.84	  768
gi|50120206|ref|YP_049373.1|	1_3717	421	431	83	81	350	43.43	  270
gi|50120217|ref|YP_049384.1|	1_716	72	120	86	52	62	56.45	83.2
gi|50120218|ref|YP_049385.1|	1_1338	75	75	96	97	73	63.01	94.7
gi|50120219|ref|YP_049386.1|	1_1140	205	228	99	89	204	58.82	  248
gi|50120228|ref|YP_049395.1|	1_1141	63	62	100	100	63	71.43	77.0
gi|50120229|ref|YP_049396.1|	1_1142	223	224	99	99	221	68.78	  320
gi|50120230|ref|YP_049397.1|	1_1143	375	375	100	100	375	87.73	  696
gi|50120231|ref|YP_049398.1|	1_1144	125	127	99	94	124	69.35	  179
gi|50120232|ref|YP_049399.1|	1_1145	236	232	98	100	232	63.79	  303
gi|50120233|ref|YP_049400.1|	1_1146	69	69	100	100	69	97.10	  134
gi|50120234|ref|YP_049401.1|	1_1147	127	127	100	100	127	68.50	  166
gi|50120235|ref|YP_049402.1|	1_1149	65	71	98	100	71	67.61	91.3
gi|50120236|ref|YP_049403.1|	1_1150	321	321	100	100	321	94.08	  637
gi|50120237|ref|YP_049404.1|	1_1151	227	257	98	87	223	76.23	  365
gi|50120238|ref|YP_049405.1|	1_1152	87	87	100	100	87	90.80	  145
gi|50120239|ref|YP_049406.1|	1_1153	403	403	99	99	402	89.05	  747
gi|50120240|ref|YP_049407.1|	1_1154	371	383	98	98	378	63.23	  457
gi|50120241|ref|YP_049408.1|	1_1155	370	357	96	100	357	87.68	  591
gi|50120242|ref|YP_049409.1|	1_1156	634	634	100	98	621	85.80	 1120
gi|50120243|ref|YP_049410.1|	1_1157	156	156	100	100	156	94.87	  309
gi|50120244|ref|YP_049411.1|	1_1158	105	105	100	100	105	84.76	  186
gi|50120245|ref|YP_049412.1|	1_1159	213	219	99	96	210	71.43	  310
gi|50120246|ref|YP_049413.1|	1_1160	341	343	100	99	341	78.01	  525
gi|50120247|ref|YP_049414.1|	1_1161	184	184	92	92	169	72.19	  248
gi|50120248|ref|YP_049415.1|	1_1162	860	860	100	100	860	90.12	 1652
gi|50120249|ref|YP_049416.1|	1_1163	160	160	100	100	160	76.25	  266
gi|50120250|ref|YP_049417.1|	1_1164	241	241	100	100	241	89.63	  434
gi|50120251|ref|YP_049418.1|	1_1165	224	224	100	100	224	88.84	  406
gi|50120252|ref|YP_049419.1|	1_1166	246	246	100	100	246	91.06	  472
gi|50120253|ref|YP_049420.1|	1_1167	298	307	99	100	307	81.11	  520
gi|50120254|ref|YP_049421.1|	1_1168	509	527	96	97	489	77.01	  797
gi|50120255|ref|YP_049422.1|	1_1169	292	289	100	100	292	90.41	  497
gi|50120256|ref|YP_049423.1|	1_1170	159	161	100	99	159	86.79	  283
gi|50120257|ref|YP_049424.1|	1_1171	352	350	100	100	352	90.62	  630
gi|50120258|ref|YP_049425.1|	1_1172	474	476	100	99	474	90.51	  909
gi|50120259|ref|YP_049426.1|	1_1173	388	377	97	97	366	70.49	  522
gi|50120260|ref|YP_049427.1|	1_1898	226	195	71	76	160	21.88	36.6
gi|50120262|ref|YP_049429.1|	1_1175	554	554	100	100	554	92.78	 1086
gi|50120263|ref|YP_049430.1|	1_1176	407	407	99	99	406	81.77	  686
gi|50120264|ref|YP_049431.1|	1_1177	382	383	99	99	380	80.79	  646
gi|50120265|ref|YP_049432.1|	1_1178	266	266	100	100	266	85.71	  489
gi|50120266|ref|YP_049433.1|	1_1179	498	476	96	99	478	83.26	  795
gi|50120267|ref|YP_049434.1|	1_1180	552	552	100	100	552	91.49	 1071
gi|50120268|ref|YP_049435.1|	1_1181	149	148	98	99	146	91.10	  280
gi|50120269|ref|YP_049436.1|	1_1182	175	175	99	99	173	90.17	  330
gi|50120271|ref|YP_049438.1|	1_1183	555	563	100	100	566	71.38	  782
gi|50120272|ref|YP_049439.1|	1_1184	93	93	100	100	93	88.17	  140
gi|50120273|ref|YP_049440.1|	1_1185	255	260	100	98	256	75.00	  413
gi|50120274|ref|YP_049441.1|	1_1186	178	178	100	100	178	76.97	  286
gi|50120275|ref|YP_049442.1|	1_1187	547	547	100	100	547	90.49	 1029
gi|50120276|ref|YP_049443.1|	1_1188	142	142	100	100	142	82.39	  196
gi|50120277|ref|YP_049444.1|	1_1189	226	149	66	100	149	88.59	  273
gi|50120278|ref|YP_049445.1|	1_1190	910	909	98	99	894	82.07	 1489
gi|50120279|ref|YP_049446.1|	1_1191	191	191	100	100	191	64.40	  227
gi|50120280|ref|YP_049447.1|	1_1192	714	688	96	99	686	88.19	 1160
gi|50120281|ref|YP_049448.1|	1_1193	562	561	100	100	562	75.98	  822
gi|50120283|ref|YP_049450.1|	1_1194	68	68	100	100	68	66.18	94.7
gi|50120287|ref|YP_049454.1|	1_1195	319	319	100	100	319	79.62	  548
gi|50120288|ref|YP_049455.1|	1_1196	497	476	95	99	472	72.03	  704
gi|50120289|ref|YP_049456.1|	1_1197	247	247	100	100	247	76.92	  381
gi|50120290|ref|YP_049457.1|	1_1198	218	219	100	100	219	77.17	  345
gi|50120291|ref|YP_049458.1|	1_1199	314	309	99	99	312	72.76	  457
gi|50120292|ref|YP_049459.1|	1_1200	245	245	99	99	244	75.41	  364
gi|50120294|ref|YP_049461.1|	1_1201	263	262	99	99	263	68.82	  353
gi|50120295|ref|YP_049462.1|	1_1202	428	428	98	98	421	92.64	  827
gi|50120296|ref|YP_049463.1|	1_1203	129	156	100	83	129	86.82	  203
gi|50120297|ref|YP_049464.1|	1_1204	115	115	100	100	115	89.57	  209
gi|50120298|ref|YP_049465.1|	1_1205	588	588	100	100	588	95.92	 1134
gi|50120299|ref|YP_049466.1|	1_1206	238	238	100	100	238	93.28	  446
gi|50120300|ref|YP_049467.1|	1_1207	935	935	100	100	935	87.59	 1743
gi|50120301|ref|YP_049468.1|	1_1208	408	408	100	100	408	90.69	  732
gi|50120302|ref|YP_049469.1|	1_1209	388	388	99	97	375	95.31	  716
gi|50120303|ref|YP_049470.1|	1_1210	290	290	100	100	290	96.21	  560
gi|50120304|ref|YP_049471.1|	1_1211	522	521	100	100	522	91.00	  991
gi|50120305|ref|YP_049472.1|	1_1212	379	379	100	100	379	87.60	  693
gi|50120306|ref|YP_049473.1|	1_1213	38	38	100	100	38	76.32	64.7
gi|50120307|ref|YP_049474.1|	1_1214	97	97	99	99	96	79.17	  159
gi|50120308|ref|YP_049475.1|	1_1215	134	134	100	100	134	83.58	  243
gi|50120309|ref|YP_049476.1|	1_1216	228	228	100	100	228	91.67	  429
gi|50120310|ref|YP_049477.1|	1_1217	141	141	100	100	141	93.62	  238
gi|50120311|ref|YP_049478.1|	1_1218	395	394	28	33	111	82.88	  132
gi|50120312|ref|YP_049479.1|	1_1219	430	428	100	100	430	88.84	  792
gi|50120313|ref|YP_049480.1|	1_1220	169	168	100	100	169	87.57	  306
gi|50120314|ref|YP_049481.1|	1_1221	258	274	99	99	272	78.31	  348
gi|50120315|ref|YP_049482.1|	1_1223	238	239	99	99	237	80.59	  395
gi|50120317|ref|YP_049484.1|	1_1224	353	349	95	96	336	85.71	  603
gi|50120318|ref|YP_049485.1|	1_1225	241	241	100	100	241	71.78	  347
gi|50120319|ref|YP_049486.1|	1_1226	320	311	93	97	301	73.42	  409
gi|50120320|ref|YP_049487.1|	1_1227	351	350	99	99	349	89.68	  657
gi|50120321|ref|YP_049488.1|	1_1228	250	250	100	100	250	91.20	  460
gi|50120322|ref|YP_049489.1|	1_1229	1045	1045	99	99	1037	84.19	 1783
gi|50120323|ref|YP_049490.1|	1_1230	493	504	93	99	459	63.75	  608
gi|50120324|ref|YP_049491.1|	1_1231	419	419	100	100	419	69.45	  576
gi|50120325|ref|YP_049492.1|	1_1232	116	128	84	73	98	56.12	99.0
gi|50120326|ref|YP_049493.1|	1_1233	150	147	100	100	150	53.33	  145
gi|50120327|ref|YP_049494.1|	1_1234	348	360	98	94	340	72.06	  507
gi|50120328|ref|YP_049495.1|	1_1237	339	338	99	100	338	83.14	  602
gi|50120329|ref|YP_049496.1|	1_1238	491	489	99	99	488	79.71	  751
gi|50120330|ref|YP_049497.1|	1_1239	263	263	100	100	263	76.43	  378
gi|50120332|ref|YP_049499.1|	1_1241	256	261	99	98	256	78.52	  405
gi|50120333|ref|YP_049500.1|	1_1242	229	229	100	100	229	85.15	  352
gi|50120334|ref|YP_049501.1|	1_1243	352	352	100	100	352	77.56	  548
gi|50120335|ref|YP_049502.1|	1_2998	287	284	87	88	251	62.15	  335
gi|50120336|ref|YP_049503.1|	1_2997	326	326	99	99	325	75.38	  505
gi|50120337|ref|YP_049504.1|	1_2996	383	384	99	99	382	73.56	  612
gi|50120338|ref|YP_049505.1|	1_2995	356	356	99	99	355	77.75	  586
gi|50120339|ref|YP_049506.1|	1_2994	414	415	99	99	413	78.69	  655
gi|50120340|ref|YP_049507.1|	1_4137	321	322	100	100	322	68.32	  458
gi|50120341|ref|YP_049508.1|	1_1244	273	273	100	100	273	71.43	  419
gi|50120342|ref|YP_049509.1|	1_1245	332	331	99	99	331	75.23	  527
gi|50120343|ref|YP_049510.1|	1_1247	416	416	100	100	416	92.31	  798
gi|50120344|ref|YP_049511.1|	1_1248	358	358	99	92	331	89.04	  622
gi|50120345|ref|YP_049512.1|	1_1534	211	213	100	99	211	87.68	  373
gi|50120346|ref|YP_049513.1|	1_1533	302	302	100	100	302	86.42	  548
gi|50120347|ref|YP_049514.1|	1_1532	1015	1015	100	100	1015	89.56	 1939
gi|50120348|ref|YP_049515.1|	1_1250	676	677	100	100	677	87.74	 1254
gi|50120349|ref|YP_049516.1|	1_1251	369	369	100	100	369	90.24	  694
gi|50120350|ref|YP_049517.1|	1_1252	213	213	100	100	213	89.67	  402
gi|50120351|ref|YP_049518.1|	1_1253	193	193	100	100	193	94.82	  374
gi|50120352|ref|YP_049519.1|	1_1254	611	604	98	99	603	56.38	  696
gi|50120354|ref|YP_049521.1|	1_1255	528	529	100	100	529	75.05	  810
gi|50120356|ref|YP_049523.1|	1_1256	378	378	100	100	378	80.69	  659
gi|50120357|ref|YP_049524.1|	1_1257	144	144	100	100	144	75.00	  231
gi|50120358|ref|YP_049525.1|	1_1258	722	723	97	97	703	70.27	 1016
gi|50120371|ref|YP_049538.1|	1_1269	259	306	43	34	112	24.11	39.3
gi|50120375|ref|YP_049542.1|	1_1262	369	344	61	67	237	32.07	  114
gi|50120376|ref|YP_049543.1|	1_1263	305	305	99	100	305	42.16	  257
gi|50120377|ref|YP_049544.1|	1_1272	469	475	99	99	474	66.03	  652
gi|50120378|ref|YP_049545.1|	1_1273	456	457	100	99	456	73.25	  690
gi|50120379|ref|YP_049546.1|	1_1268	283	285	100	99	283	64.66	  396
gi|50120380|ref|YP_049547.1|	1_1267	178	178	99	99	176	80.68	  307
gi|50120381|ref|YP_049548.1|	1_1266	290	289	99	99	287	80.49	  493
gi|50120382|ref|YP_049549.1|	1_1276	298	299	100	99	298	82.21	  486
gi|50120383|ref|YP_049550.1|	1_1277	468	468	100	100	468	94.02	  909
gi|50120385|ref|YP_049552.1|	1_1279	225	224	100	100	225	56.00	  267
gi|50120386|ref|YP_049553.1|	1_1280	260	259	99	99	258	53.10	  285
gi|50120387|ref|YP_049554.1|	1_1281	710	725	100	99	725	66.90	 1009
gi|50120388|ref|YP_049555.1|	1_427	185	176	86	91	161	40.37	  122
gi|50120392|ref|YP_049559.1|	1_1285	357	354	94	95	336	55.95	  390
gi|50120394|ref|YP_049561.1|	1_707	285	285	100	99	285	88.42	  510
gi|50120395|ref|YP_049562.1|	1_708	503	503	100	100	503	87.28	  893
gi|50120396|ref|YP_049563.1|	1_709	643	643	100	100	643	78.38	 1011
gi|50120397|ref|YP_049564.1|	1_718	328	328	100	100	328	84.76	  585
gi|50120398|ref|YP_049565.1|	1_719	312	312	100	100	313	90.42	  578
gi|50120399|ref|YP_049566.1|	1_720	515	515	100	100	515	84.85	  888
gi|50120400|ref|YP_049567.1|	1_721	343	346	99	99	343	91.25	  592
gi|50120401|ref|YP_049568.1|	1_722	377	382	99	98	376	81.91	  629
gi|50120402|ref|YP_049569.1|	1_723	634	654	100	100	654	81.96	 1087
gi|50120403|ref|YP_049570.1|	1_724	296	296	100	100	296	84.46	  529
gi|50120404|ref|YP_049571.1|	1_725	274	275	99	99	273	79.85	  463
gi|50120411|ref|YP_049578.1|	1_1395	84	112	100	75	84	67.86	  121
gi|50120412|ref|YP_049579.1|	1_1394	110	110	100	100	110	92.73	  220
gi|50120413|ref|YP_049580.1|	1_1392	196	196	100	100	196	84.69	  337
gi|50120416|ref|YP_049583.1|	1_1607	299	336	92	82	279	41.94	  188
gi|50120420|ref|YP_049587.1|	1_2174	309	299	96	99	297	84.51	  517
gi|50120421|ref|YP_049588.1|	1_2169	191	186	97	99	185	74.05	  305
gi|50120422|ref|YP_049589.1|	1_698	92	94	96	89	88	36.36	57.8
gi|50120423|ref|YP_049590.1|	1_2167	242	213	88	99	213	59.15	  263
gi|50120426|ref|YP_049593.1|	1_60	7523	3236	41	94	3193	31.91	 1361
gi|50120428|ref|YP_049595.1|	1_1454	1040	1037	98	99	1024	70.51	 1484
gi|50120429|ref|YP_049596.1|	1_1455	358	314	88	100	314	61.15	  383
gi|50120433|ref|YP_049600.1|	1_552	441	453	96	94	424	54.01	  463
gi|50120434|ref|YP_049601.1|	1_551	525	503	91	97	491	34.73	  226
gi|50120435|ref|YP_049602.1|	1_550	209	196	95	97	199	48.74	  181
gi|50120437|ref|YP_049604.1|	1_549	314	315	99	99	315	58.10	  374
gi|50120438|ref|YP_049605.1|	1_1456	238	238	100	100	238	63.87	  314
gi|50120439|ref|YP_049606.1|	1_1457	299	297	99	99	296	78.04	  496
gi|50120440|ref|YP_049607.1|	1_1458	435	429	100	95	410	85.75	  723
gi|50120441|ref|YP_049608.1|	1_1286	297	298	99	98	294	56.80	  342
gi|50120443|ref|YP_049610.1|	1_1460	698	716	99	97	697	87.52	 1293
gi|50120444|ref|YP_049611.1|	1_1806	559	561	100	100	562	59.43	  672
gi|50120445|ref|YP_049612.1|	1_1335	634	281	30	67	198	32.51	67.4
gi|50120452|ref|YP_049619.1|	1_1478	325	324	97	95	309	66.46	  413
gi|50120454|ref|YP_049621.1|	1_1479	317	317	100	100	317	81.70	  523
gi|50120455|ref|YP_049622.1|	1_1480	440	438	99	99	437	85.81	  753
gi|50120458|ref|YP_049625.1|	1_1485	367	362	98	100	363	61.43	  419
gi|50120459|ref|YP_049626.1|	1_1486	288	288	100	100	288	79.17	  409
gi|50120460|ref|YP_049627.1|	1_1487	288	283	97	98	278	78.78	  444
gi|50120461|ref|YP_049628.1|	1_1488	340	369	91	88	309	85.23	  545
gi|50120462|ref|YP_049629.1|	1_1489	340	340	100	100	340	78.82	  565
gi|50120465|ref|YP_049632.1|	1_2924	267	261	95	97	255	49.80	  254
gi|50120466|ref|YP_049633.1|	1_1490	337	337	99	99	333	84.98	  579
gi|50120467|ref|YP_049634.1|	1_1491	238	240	98	97	234	66.67	  313
gi|50120468|ref|YP_049635.1|	1_1492	446	446	99	99	445	92.81	  774
gi|50120477|ref|YP_049644.1|	1_1493	474	478	100	100	478	80.75	  774
gi|161501879|ref|YP_049645.2|	1_1494	477	472	97	98	463	82.29	  793
gi|50120481|ref|YP_049648.1|	1_1339	500	501	100	99	500	78.20	  833
gi|50120482|ref|YP_049649.1|	1_1299	486	485	98	98	477	81.55	  817
gi|50120483|ref|YP_049650.1|	1_2006	592	580	96	97	566	64.49	  630
gi|50120484|ref|YP_049651.1|	1_2007	503	504	97	97	489	72.80	  723
gi|50120486|ref|YP_049653.1|	1_2008	275	271	96	96	263	55.13	  271
gi|50120487|ref|YP_049654.1|	1_2009	292	267	84	92	245	57.96	  254
gi|50120490|ref|YP_049657.1|	1_1567	597	597	100	100	597	82.41	 1049
gi|50120491|ref|YP_049658.1|	1_1568	269	267	92	93	248	81.45	  414
gi|50120492|ref|YP_049659.1|	1_1569	529	528	91	100	484	68.24	  603
gi|50120493|ref|YP_049660.1|	1_1570	376	365	96	97	362	70.72	  513
gi|50120494|ref|YP_049661.1|	1_1571	312	308	98	99	307	73.94	  481
