#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
gi|50120062|ref|YP_049229.1|	1_2961	322	323	100	100	323	74.30	  489
gi|50120063|ref|YP_049230.1|	1_2960	189	184	92	95	175	58.29	  195
gi|50120064|ref|YP_049231.1|	1_2958	149	149	100	100	149	92.62	  286
gi|50120065|ref|YP_049232.1|	1_2957	369	370	99	99	365	77.53	  568
gi|50120066|ref|YP_049233.1|	1_2956	158	155	100	100	158	89.87	  284
gi|50120067|ref|YP_049234.1|	1_2955	139	139	100	100	139	87.05	  236
gi|50120068|ref|YP_049235.1|	1_2954	326	324	99	99	322	76.09	  503
gi|50120069|ref|YP_049236.1|	1_2953	168	168	98	98	164	80.49	  253
gi|50120070|ref|YP_049237.1|	1_2952	621	622	99	99	616	88.47	 1136
gi|50120071|ref|YP_049238.1|	1_2951	303	303	100	100	303	79.54	  462
gi|50120072|ref|YP_049239.1|	1_2950	82	82	100	100	82	76.83	  130
gi|50120073|ref|YP_049240.1|	1_2949	482	492	100	98	482	90.25	  910
gi|50120074|ref|YP_049241.1|	1_2948	196	196	100	100	196	79.59	  330
gi|50120075|ref|YP_049242.1|	1_2947	302	302	100	100	302	74.50	  479
gi|50120076|ref|YP_049243.1|	1_2946	163	163	100	100	163	84.66	  293
gi|50120077|ref|YP_049244.1|	1_2945	454	455	99	99	453	78.81	  729
gi|50120078|ref|YP_049245.1|	1_2944	296	296	100	100	296	91.89	  549
gi|50120079|ref|YP_049246.1|	1_2943	110	110	100	100	110	85.45	  188
gi|50120080|ref|YP_049247.1|	1_2942	204	203	100	100	204	85.29	  355
gi|50120081|ref|YP_049248.1|	1_2941	663	663	99	99	661	92.28	 1258
gi|50120082|ref|YP_049249.1|	1_2940	320	317	98	100	317	82.33	  526
gi|50120083|ref|YP_049250.1|	1_2939	495	489	99	99	488	72.95	  687
gi|50120084|ref|YP_049251.1|	1_2938	192	192	100	100	192	78.12	  316
gi|50120085|ref|YP_049252.1|	1_2937	104	104	98	98	102	75.49	  161
gi|50120086|ref|YP_049253.1|	1_2936	434	434	100	100	434	83.41	  726
gi|50120087|ref|YP_049254.1|	1_2934	207	207	99	99	206	93.20	  405
gi|50120088|ref|YP_049255.1|	1_2933	424	424	100	100	424	94.58	  822
gi|50120089|ref|YP_049256.1|	1_2932	793	786	99	99	784	94.77	 1528
gi|50120090|ref|YP_049257.1|	1_2931	90	90	100	100	90	94.44	  167
gi|50120091|ref|YP_049258.1|	1_2930	626	626	100	100	626	69.49	  923
gi|50120092|ref|YP_049259.1|	1_2929	121	122	100	100	122	59.02	  142
gi|50120094|ref|YP_049261.1|	1_2928	231	231	100	100	231	81.39	  409
gi|50120095|ref|YP_049262.1|	1_2927	358	358	96	96	343	84.55	  618
gi|50120096|ref|YP_049263.1|	1_2926	176	153	87	100	153	82.35	  267
gi|50120097|ref|YP_049264.1|	1_2925	589	607	99	96	581	79.00	  927
gi|50120098|ref|YP_049265.1|	1_2924	591	594	99	99	589	75.55	  893
gi|50120099|ref|YP_049266.1|	1_2923	107	112	100	96	107	99.07	  210
gi|50120100|ref|YP_049267.1|	1_2922	430	430	99	100	430	82.79	  693
gi|50120101|ref|YP_049268.1|	1_1017	287	287	91	91	262	81.30	  452
gi|50120102|ref|YP_049269.1|	1_1018	193	188	79	100	153	58.42	  194
gi|50120104|ref|YP_049271.1|	1_1019	67	67	100	100	67	94.03	  134
gi|50120105|ref|YP_049272.1|	1_1020	122	122	100	100	122	82.79	  217
gi|50120108|ref|YP_049275.1|	1_1021	1042	1047	100	99	1042	80.90	 1703
gi|50120109|ref|YP_049276.1|	1_1022	397	381	96	100	383	74.41	  558
gi|50120110|ref|YP_049277.1|	1_1023	213	212	99	99	211	67.77	  298
gi|50120111|ref|YP_049278.1|	1_1025	56	54	84	87	47	63.83	64.3
gi|50120112|ref|YP_049279.1|	1_1026	178	178	100	99	178	62.36	  200
gi|50120113|ref|YP_049280.1|	1_1028	133	126	92	98	123	77.24	  156
gi|50120114|ref|YP_049281.1|	1_1029	185	182	98	100	182	85.71	  320
gi|50120115|ref|YP_049282.1|	1_1030	691	450	69	99	481	74.02	  700
gi|50120116|ref|YP_049283.1|	1_1032	109	109	100	100	109	88.99	  176
gi|50120117|ref|YP_049284.1|	1_1033	201	201	100	100	201	89.55	  375
gi|50120118|ref|YP_049285.1|	1_1034	629	629	100	100	629	88.55	 1140
gi|50120119|ref|YP_049286.1|	1_1036	214	214	100	100	214	90.19	  389
gi|50120120|ref|YP_049287.1|	1_1038	320	320	98	98	315	78.41	  506
gi|50120121|ref|YP_049288.1|	1_1039	561	562	100	100	562	84.52	  954
gi|50120123|ref|YP_049290.1|	1_1040	549	550	100	100	550	83.82	  963
gi|50120124|ref|YP_049291.1|	1_3484	684	487	14	20	96	32.29	59.7
gi|50120126|ref|YP_049293.1|	1_969	717	715	99	99	715	86.71	 1266
gi|50120127|ref|YP_049294.1|	1_970	68	86	99	78	67	85.07	  124
gi|50120128|ref|YP_049295.1|	1_971	328	320	98	100	320	63.44	  423
gi|50120130|ref|YP_049297.1|	1_1042	159	159	100	100	159	84.28	  248
gi|50120131|ref|YP_049298.1|	1_1043	272	275	97	96	264	63.26	  319
gi|50120132|ref|YP_049299.1|	1_1044	907	913	100	100	914	74.18	 1340
gi|50120133|ref|YP_049300.1|	1_1045	136	144	100	94	136	72.79	  216
gi|50120134|ref|YP_049301.1|	1_1046	151	102	62	92	94	62.77	  128
gi|50120135|ref|YP_049302.1|	1_1048	304	307	100	99	304	86.84	  508
gi|50120136|ref|YP_049303.1|	1_1049	86	86	100	100	86	72.09	  129
gi|50120137|ref|YP_049304.1|	1_1050	376	376	100	100	376	92.29	  737
gi|50120138|ref|YP_049305.1|	1_1051	761	762	100	100	762	91.73	 1475
gi|50120139|ref|YP_049306.1|	1_1052	241	244	99	98	238	81.09	  413
gi|50120140|ref|YP_049307.1|	1_1053	879	878	100	97	856	89.55	 1602
gi|50120141|ref|YP_049308.1|	1_1054	951	934	98	99	938	66.20	 1248
gi|50120142|ref|YP_049309.1|	1_1055	214	218	100	98	214	93.93	  401
gi|50120143|ref|YP_049310.1|	1_1056	894	889	99	100	897	59.98	 1033
gi|50120144|ref|YP_049311.1|	1_1833	389	386	98	98	381	46.72	  298
gi|50120146|ref|YP_049313.1|	1_3508	256	247	96	99	246	45.93	  177
gi|50120149|ref|YP_049316.1|	1_1057	440	440	100	100	440	66.36	  548
gi|50120150|ref|YP_049317.1|	1_1058	560	559	99	100	561	68.45	  753
gi|50120151|ref|YP_049318.1|	1_1059	253	258	99	97	250	62.40	  316
gi|50120152|ref|YP_049319.1|	1_1060	285	285	100	100	285	95.09	  576
gi|50120153|ref|YP_049320.1|	1_1061	323	322	100	100	323	77.09	  477
gi|50120154|ref|YP_049321.1|	1_1062	476	461	98	98	469	65.03	  614
gi|50120156|ref|YP_049323.1|	1_1063	179	182	100	99	181	63.54	  225
gi|50120158|ref|YP_049325.1|	1_1064	397	397	100	100	397	77.83	  617
gi|50120159|ref|YP_049326.1|	1_1065	286	286	100	100	286	76.57	  456
gi|50120160|ref|YP_049327.1|	1_1066	256	258	99	99	255	83.14	  442
gi|50120161|ref|YP_049328.1|	1_1067	227	222	100	95	227	70.04	  328
gi|50120162|ref|YP_049329.1|	1_1068	177	187	100	95	177	84.18	  268
gi|50120163|ref|YP_049330.1|	1_1069	809	810	99	99	809	76.14	 1115
gi|50120164|ref|YP_049331.1|	1_2577	377	213	57	99	214	82.24	  346
gi|50120165|ref|YP_049332.1|	1_2576	336	338	100	100	339	67.26	  489
gi|50120166|ref|YP_049333.1|	1_2575	397	399	99	99	396	75.00	  586
gi|50120167|ref|YP_049334.1|	1_2574	564	568	100	100	568	79.23	  956
gi|229220653|ref|YP_049335.2|	1_2573	166	169	92	91	153	66.67	  197
gi|50120169|ref|YP_049336.1|	1_2572	157	186	96	81	150	60.00	  184
gi|50120170|ref|YP_049337.1|	1_2567	336	342	99	98	335	70.15	  479
gi|50120171|ref|YP_049338.1|	1_2568	372	380	99	97	369	65.04	  508
gi|50120172|ref|YP_049339.1|	1_1303	92	88	93	95	88	53.41	85.9
gi|50120173|ref|YP_049340.1|	1_2570	291	407	81	59	239	72.38	  346
gi|50120174|ref|YP_049341.1|	1_2571	117	113	97	100	114	52.63	  129
gi|50120175|ref|YP_049342.1|	1_1283	659	724	88	82	595	56.13	  620
gi|50120176|ref|YP_049343.1|	1_1292	160	159	94	95	151	56.95	  185
gi|50120177|ref|YP_049344.1|	1_1293	140	133	92	95	130	58.46	  144
gi|50120178|ref|YP_049345.1|	1_1294	259	263	98	97	254	74.41	  389
gi|50120179|ref|YP_049346.1|	1_1295	183	189	97	94	178	67.42	  258
gi|50120180|ref|YP_049347.1|	1_1296	578	575	98	99	568	78.35	  955
gi|50120181|ref|YP_049348.1|	1_1297	537	538	92	90	484	69.76	  644
gi|50120182|ref|YP_049349.1|	1_1298	216	216	100	100	216	67.13	  289
gi|50120183|ref|YP_049350.1|	1_1299	486	479	98	99	478	73.22	  690
gi|50120184|ref|YP_049351.1|	1_1300	316	315	96	100	305	70.79	  408
gi|50120185|ref|YP_049352.1|	1_1301	671	673	100	99	672	67.86	  818
gi|50120186|ref|YP_049353.1|	1_1302	206	208	90	89	186	59.14	  246
gi|50120188|ref|YP_049355.1|	1_1286	181	180	100	100	183	59.02	  214
gi|50120190|ref|YP_049357.1|	1_2566	767	769	96	99	759	59.82	  834
gi|50120191|ref|YP_049358.1|	1_2184	327	343	99	92	316	70.15	  451
gi|50120192|ref|YP_049359.1|	1_1076	212	212	100	100	212	70.75	  304
gi|50120193|ref|YP_049360.1|	1_1077	345	345	100	100	345	88.70	  643
gi|50120194|ref|YP_049361.1|	1_1078	208	208	100	100	208	94.23	  399
gi|50120195|ref|YP_049362.1|	1_1079	429	429	99	99	427	86.42	  742
gi|50120196|ref|YP_049363.1|	1_1080	238	235	99	100	235	87.23	  425
gi|50120197|ref|YP_049364.1|	1_1081	123	118	93	97	114	71.05	  170
gi|50120198|ref|YP_049365.1|	1_1082	487	488	100	100	488	77.66	  756
gi|50120199|ref|YP_049366.1|	1_1083	155	155	100	100	155	90.97	  299
gi|50120200|ref|YP_049367.1|	1_1084	183	189	99	96	182	86.81	  325
gi|50120201|ref|YP_049368.1|	1_1085	292	292	100	100	292	91.78	  556
gi|50120202|ref|YP_049369.1|	1_1086	345	346	100	99	345	70.14	  500
gi|50120203|ref|YP_049370.1|	1_1087	237	237	100	100	237	93.67	  454
gi|50120204|ref|YP_049371.1|	1_1088	150	150	99	99	149	81.88	  219
gi|50120205|ref|YP_049372.1|	1_1089	699	675	98	99	689	58.06	  730
gi|50120218|ref|YP_049385.1|	1_1284	75	62	77	95	59	50.85	63.9
gi|50120219|ref|YP_049386.1|	1_1090	205	228	98	88	201	59.20	  252
gi|50120221|ref|YP_049388.1|	1_1397	392	392	99	99	390	60.00	  446
gi|50120222|ref|YP_049389.1|	1_1394	215	214	98	98	213	42.72	  168
gi|50120223|ref|YP_049390.1|	1_1393	218	221	92	89	197	47.76	  161
gi|50120227|ref|YP_049394.1|	1_1869	299	84	26	93	78	78.21	  130
gi|50120228|ref|YP_049395.1|	1_1091	63	62	100	100	63	74.60	75.1
gi|50120229|ref|YP_049396.1|	1_1092	223	226	98	97	219	68.95	  317
gi|50120230|ref|YP_049397.1|	1_1093	375	375	100	100	375	82.67	  654
gi|50120231|ref|YP_049398.1|	1_1094	125	120	100	100	125	62.40	  164
gi|50120232|ref|YP_049399.1|	1_1095	236	237	97	97	230	62.17	  308
gi|50120233|ref|YP_049400.1|	1_1096	69	69	100	100	69	95.65	  132
gi|50120234|ref|YP_049401.1|	1_1097	127	127	100	100	127	67.72	  151
gi|50120236|ref|YP_049403.1|	1_1099	321	321	100	100	321	92.21	  629
gi|50120237|ref|YP_049404.1|	1_1100	227	229	99	99	226	75.66	  356
gi|50120238|ref|YP_049405.1|	1_1101	87	87	100	100	87	91.95	  146
gi|50120239|ref|YP_049406.1|	1_1102	403	403	99	99	402	87.31	  736
gi|50120240|ref|YP_049407.1|	1_1103	371	388	99	99	388	60.82	  451
gi|50120241|ref|YP_049408.1|	1_1104	370	370	100	100	370	88.65	  595
gi|50120242|ref|YP_049409.1|	1_1105	634	634	100	100	634	84.54	 1109
gi|50120243|ref|YP_049410.1|	1_1106	156	156	100	100	156	94.23	  306
gi|50120244|ref|YP_049411.1|	1_1107	105	105	100	100	105	82.86	  181
gi|50120245|ref|YP_049412.1|	1_1108	213	219	99	96	210	71.43	  309
gi|50120246|ref|YP_049413.1|	1_1109	341	343	100	99	341	78.01	  511
gi|50120247|ref|YP_049414.1|	1_1110	184	182	87	96	160	71.43	  245
gi|50120248|ref|YP_049415.1|	1_1111	860	860	100	100	860	88.84	 1629
gi|50120249|ref|YP_049416.1|	1_1112	160	160	100	100	160	75.00	  264
gi|50120250|ref|YP_049417.1|	1_1113	241	241	100	100	241	87.55	  430
gi|50120251|ref|YP_049418.1|	1_1114	224	224	100	100	224	87.05	  402
gi|50120252|ref|YP_049419.1|	1_1115	246	246	100	100	246	87.40	  462
gi|50120253|ref|YP_049420.1|	1_1116	298	298	95	100	285	80.87	  488
gi|50120254|ref|YP_049421.1|	1_1117	509	511	100	100	511	72.21	  764
gi|50120255|ref|YP_049422.1|	1_1118	292	289	95	100	278	89.04	  462
gi|50120256|ref|YP_049423.1|	1_1119	159	161	98	97	156	84.62	  271
gi|50120257|ref|YP_049424.1|	1_1120	352	351	100	100	352	88.92	  625
gi|50120258|ref|YP_049425.1|	1_1121	474	476	100	99	474	90.93	  905
gi|50120259|ref|YP_049426.1|	1_1122	388	388	100	100	388	71.91	  543
gi|50120262|ref|YP_049429.1|	1_1124	554	554	100	100	554	93.86	 1090
gi|50120263|ref|YP_049430.1|	1_1125	407	407	99	99	406	84.48	  702
gi|50120264|ref|YP_049431.1|	1_1126	382	384	99	99	379	78.63	  629
gi|50120265|ref|YP_049432.1|	1_1127	266	266	100	100	266	83.08	  474
gi|50120266|ref|YP_049433.1|	1_1128	498	488	99	99	492	81.71	  798
gi|50120267|ref|YP_049434.1|	1_1129	552	552	100	100	552	90.04	 1053
gi|50120268|ref|YP_049435.1|	1_1130	149	148	98	99	146	89.73	  275
gi|50120269|ref|YP_049436.1|	1_1131	175	175	99	99	174	88.51	  325
gi|50120271|ref|YP_049438.1|	1_1132	555	561	100	100	561	70.41	  757
gi|50120272|ref|YP_049439.1|	1_1133	93	93	100	100	93	86.02	  141
gi|50120273|ref|YP_049440.1|	1_1134	255	260	99	98	254	74.41	  414
gi|50120274|ref|YP_049441.1|	1_1135	178	176	100	100	182	81.87	  301
gi|50120275|ref|YP_049442.1|	1_1136	547	547	100	100	547	91.77	 1046
gi|50120276|ref|YP_049443.1|	1_1137	142	142	99	99	141	83.69	  204
gi|50120277|ref|YP_049444.1|	1_1139	226	226	100	100	226	83.19	  395
gi|50120278|ref|YP_049445.1|	1_1140	910	910	99	99	917	79.06	 1452
gi|50120279|ref|YP_049446.1|	1_1141	191	191	100	100	191	64.40	  218
gi|50120280|ref|YP_049447.1|	1_1142	714	688	96	99	686	86.59	 1140
gi|50120281|ref|YP_049448.1|	1_1143	562	561	100	100	562	76.16	  849
gi|50120283|ref|YP_049450.1|	1_1144	68	68	100	100	68	72.06	  103
gi|50120284|ref|YP_049451.1|	1_3284	551	570	81	80	459	28.76	  121
gi|50120285|ref|YP_049452.1|	1_3283	326	325	76	84	253	32.13	  110
gi|50120287|ref|YP_049454.1|	1_1145	319	317	100	100	319	75.86	  511
gi|50120288|ref|YP_049455.1|	1_1146	497	477	96	99	475	69.89	  692
gi|50120289|ref|YP_049456.1|	1_1147	247	247	100	100	247	74.09	  394
gi|50120290|ref|YP_049457.1|	1_1148	218	218	100	100	218	71.10	  318
gi|50120291|ref|YP_049458.1|	1_1149	314	309	99	99	312	69.87	  449
gi|50120292|ref|YP_049459.1|	1_1150	245	245	99	99	244	74.59	  381
gi|50120295|ref|YP_049462.1|	1_1151	428	428	98	98	421	93.35	  833
gi|50120296|ref|YP_049463.1|	1_1152	129	161	100	80	129	85.27	  196
gi|50120297|ref|YP_049464.1|	1_1153	115	115	100	100	115	87.83	  179
gi|50120298|ref|YP_049465.1|	1_1154	588	589	100	99	588	95.58	 1127
gi|50120299|ref|YP_049466.1|	1_1155	238	238	100	100	238	92.44	  443
gi|50120300|ref|YP_049467.1|	1_1156	935	935	100	100	935	86.10	 1724
gi|50120301|ref|YP_049468.1|	1_1157	408	406	100	100	408	87.75	  714
gi|50120302|ref|YP_049469.1|	1_1158	388	388	97	97	375	93.33	  698
gi|50120303|ref|YP_049470.1|	1_1159	290	290	100	100	290	95.17	  554
gi|50120304|ref|YP_049471.1|	1_1160	522	522	100	100	522	88.51	  983
gi|50120305|ref|YP_049472.1|	1_1161	379	379	100	100	379	81.79	  651
gi|50120306|ref|YP_049473.1|	1_1162	38	38	100	100	38	76.32	62.4
gi|50120307|ref|YP_049474.1|	1_1163	97	97	99	99	96	79.17	  157
gi|50120308|ref|YP_049475.1|	1_1164	134	134	100	100	134	82.09	  241
gi|50120309|ref|YP_049476.1|	1_1165	228	228	100	100	228	91.23	  428
gi|50120310|ref|YP_049477.1|	1_1166	141	141	100	100	141	92.20	  235
gi|50120311|ref|YP_049478.1|	1_1167	395	389	35	33	129	77.86	  143
gi|50120312|ref|YP_049479.1|	1_1168	430	428	100	100	430	89.07	  790
gi|50120313|ref|YP_049480.1|	1_1169	169	168	100	100	169	86.98	  305
gi|50120314|ref|YP_049481.1|	1_1170	258	269	99	99	268	78.73	  367
gi|50120315|ref|YP_049482.1|	1_1172	238	238	100	100	238	79.83	  387
gi|50120317|ref|YP_049484.1|	1_1173	353	347	98	99	346	82.37	  601
gi|50120318|ref|YP_049485.1|	1_1174	241	241	96	96	232	75.86	  342
gi|50120320|ref|YP_049487.1|	1_1175	351	350	99	99	349	88.25	  642
gi|50120321|ref|YP_049488.1|	1_1176	250	250	100	100	250	89.60	  455
gi|50120322|ref|YP_049489.1|	1_1177	1045	1045	99	99	1037	83.32	 1776
gi|50120323|ref|YP_049490.1|	1_1178	493	916	93	54	461	61.72	  606
gi|50120325|ref|YP_049492.1|	1_1179	116	124	74	69	86	61.63	  106
gi|50120326|ref|YP_049493.1|	1_1180	150	148	100	100	150	48.67	  114
gi|50120327|ref|YP_049494.1|	1_1181	348	350	97	97	339	70.80	  511
gi|50120328|ref|YP_049495.1|	1_1184	339	338	99	100	338	80.47	  589
gi|50120329|ref|YP_049496.1|	1_1185	491	488	99	100	489	76.07	  757
gi|50120330|ref|YP_049497.1|	1_1187	263	161	49	81	130	90.00	  213
gi|50120332|ref|YP_049499.1|	1_1189	256	257	100	100	257	76.26	  381
gi|50120333|ref|YP_049500.1|	1_1190	229	229	100	100	229	84.72	  377
gi|50120334|ref|YP_049501.1|	1_1191	352	352	100	100	352	76.14	  546
gi|50120340|ref|YP_049507.1|	1_24	321	322	100	100	322	71.12	  472
gi|50120341|ref|YP_049508.1|	1_1192	273	273	99	99	272	70.96	  419
gi|50120342|ref|YP_049509.1|	1_1193	332	329	99	99	331	76.44	  532
gi|50120343|ref|YP_049510.1|	1_1206	416	416	100	100	416	92.31	  796
gi|50120344|ref|YP_049511.1|	1_1207	358	357	91	99	326	86.48	  596
gi|50120345|ref|YP_049512.1|	1_1349	211	213	100	100	213	87.32	  369
gi|50120346|ref|YP_049513.1|	1_1350	302	302	100	100	302	87.09	  551
gi|50120347|ref|YP_049514.1|	1_1351	1015	1015	100	100	1015	88.67	 1925
gi|50120348|ref|YP_049515.1|	1_1209	676	676	100	100	676	85.95	 1222
gi|50120349|ref|YP_049516.1|	1_1210	369	369	100	100	369	89.16	  676
gi|50120350|ref|YP_049517.1|	1_1211	213	213	100	100	213	88.26	  396
gi|50120351|ref|YP_049518.1|	1_1212	193	194	100	99	193	94.30	  371
gi|50120352|ref|YP_049519.1|	1_1213	611	599	98	100	601	54.24	  686
gi|50120354|ref|YP_049521.1|	1_1214	528	529	100	100	529	73.35	  767
gi|50120359|ref|YP_049526.1|	1_3322	477	182	39	93	193	34.72	98.2
gi|50120375|ref|YP_049542.1|	1_3329	369	850	65	29	256	28.91	86.7
gi|50120377|ref|YP_049544.1|	1_3332	469	476	97	98	466	42.92	  362
gi|50120378|ref|YP_049545.1|	1_3331	456	454	99	99	454	65.20	  634
gi|50120379|ref|YP_049546.1|	1_3338	283	290	99	99	286	46.85	  264
gi|50120380|ref|YP_049547.1|	1_3339	178	185	99	97	179	57.54	  219
gi|50120381|ref|YP_049548.1|	1_3337	290	288	99	100	288	72.57	  443
gi|50120382|ref|YP_049549.1|	1_1217	298	298	100	100	298	81.88	  482
gi|50120383|ref|YP_049550.1|	1_1218	468	468	100	100	468	93.16	  901
gi|50120388|ref|YP_049555.1|	1_3544	185	176	95	95	175	40.00	  124
gi|50120391|ref|YP_049558.1|	1_1425	278	276	99	99	274	73.72	  421
gi|50120392|ref|YP_049559.1|	1_1219	357	371	97	93	345	55.07	  408
gi|50120403|ref|YP_049570.1|	1_120	296	290	28	25	84	32.14	37.7
gi|50120413|ref|YP_049580.1|	1_2670	196	196	99	99	195	60.51	  244
gi|50120422|ref|YP_049589.1|	1_3296	92	94	96	89	88	32.95	49.3
gi|50120424|ref|YP_049591.1|	1_1705	554	551	88	87	487	33.47	  283
gi|50120425|ref|YP_049592.1|	1_1707	7048	1808	25	96	1793	35.75	  944
gi|50120428|ref|YP_049595.1|	1_1278	1040	1032	98	99	1023	69.40	 1452
gi|50120429|ref|YP_049596.1|	1_1279	358	357	99	99	356	62.92	  428
gi|50120430|ref|YP_049597.1|	1_2530	352	353	99	98	347	83.29	  612
gi|50120431|ref|YP_049598.1|	1_2528	692	598	83	97	577	79.62	  924
gi|50120432|ref|YP_049599.1|	1_2527	344	343	94	100	324	83.72	  593
gi|50120433|ref|YP_049600.1|	1_2526	441	437	96	97	423	76.36	  638
gi|50120434|ref|YP_049601.1|	1_2525	525	514	99	99	520	65.19	  616
gi|50120435|ref|YP_049602.1|	1_2524	209	211	99	98	206	80.58	  340
gi|50120437|ref|YP_049604.1|	1_3428	314	314	99	99	314	57.64	  365
gi|50120438|ref|YP_049605.1|	1_1280	238	285	98	82	233	65.24	  319
gi|50120439|ref|YP_049606.1|	1_1281	299	297	99	99	296	77.70	  492
gi|50120440|ref|YP_049607.1|	1_1282	435	433	94	94	410	87.56	  702
gi|50120441|ref|YP_049608.1|	1_1220	297	309	99	96	299	52.51	  304
gi|50120443|ref|YP_049610.1|	1_1285	698	716	99	97	697	87.09	 1293
gi|50120444|ref|YP_049611.1|	1_2347	559	558	100	100	563	56.66	  620
gi|50120445|ref|YP_049612.1|	1_3197	634	281	30	67	198	32.83	75.9
gi|50120452|ref|YP_049619.1|	1_1304	325	327	100	94	309	67.38	  400
gi|50120454|ref|YP_049621.1|	1_1305	317	317	100	100	317	77.92	  505
gi|50120455|ref|YP_049622.1|	1_1306	440	443	99	99	438	83.79	  742
gi|50120458|ref|YP_049625.1|	1_1312	367	365	85	82	313	63.58	  379
gi|50120459|ref|YP_049626.1|	1_1313	288	288	100	100	288	79.17	  398
gi|50120460|ref|YP_049627.1|	1_1314	288	278	96	99	276	75.00	  424
gi|50120461|ref|YP_049628.1|	1_1315	340	362	92	92	312	79.34	  529
gi|50120462|ref|YP_049629.1|	1_1316	340	340	100	100	340	74.41	  520
gi|50120465|ref|YP_049632.1|	1_2695	267	261	93	95	249	51.81	  259
gi|50120466|ref|YP_049633.1|	1_1317	337	336	99	99	335	78.81	  540
gi|50120467|ref|YP_049634.1|	1_1318	238	241	99	97	236	65.68	  313
gi|50120477|ref|YP_049644.1|	1_1319	474	474	100	100	474	82.49	  805
gi|161501879|ref|YP_049645.2|	1_1320	477	472	98	99	468	79.70	  761
gi|50120482|ref|YP_049649.1|	1_1230	486	485	98	98	477	82.60	  834
gi|50120490|ref|YP_049657.1|	1_1367	597	600	99	99	593	82.46	 1046
gi|50120491|ref|YP_049658.1|	1_1368	269	262	91	94	246	79.67	  402
gi|50120492|ref|YP_049659.1|	1_1369	529	400	76	100	400	68.25	  491
gi|50120493|ref|YP_049660.1|	1_1371	376	360	86	90	324	73.46	  496
gi|50120494|ref|YP_049661.1|	1_1372	312	307	97	99	304	73.36	  472
gi|50120495|ref|YP_049662.1|	1_1373	252	256	89	100	225	54.30	  279
gi|50120496|ref|YP_049663.1|	1_125	245	236	98	99	241	59.75	  300
gi|50120503|ref|YP_049670.1|	1_2513	323	324	99	99	321	79.75	  522
gi|50120508|ref|YP_049675.1|	1_1334	411	474	89	96	429	39.16	  251
gi|50120510|ref|YP_049677.1|	1_3109	55	128	69	30	38	36.84	30.4
gi|50120511|ref|YP_049678.1|	1_3462	207	116	23	39	47	36.17	28.5
gi|50120513|ref|YP_049680.1|	1_953	296	297	100	99	296	71.96	  435
gi|50120527|ref|YP_049694.1|	1_1418	316	329	45	44	147	29.25	67.0
gi|50120536|ref|YP_049703.1|	1_3170	141	142	100	99	141	71.63	  221
gi|50120539|ref|YP_049706.1|	1_1671	232	184	54	72	134	27.61	35.0
gi|50120541|ref|YP_049708.1|	1_3463	248	247	99	99	245	69.80	  363
gi|50120559|ref|YP_049726.1|	1_2122	69	68	100	100	69	44.93	60.1
gi|50120584|ref|YP_049751.1|	1_3137	279	151	53	99	149	61.74	  194
gi|50120585|ref|YP_049752.1|	1_3138	88	88	100	100	88	73.86	  139
gi|50120586|ref|YP_049753.1|	1_3002	125	128	100	100	128	34.38	87.0
gi|50120597|ref|YP_049764.1|	1_2656	132	132	100	100	132	74.24	  186
gi|50120604|ref|YP_049771.1|	1_2408	90	66	62	85	56	69.64	84.3
gi|50120608|ref|YP_049775.1|	1_2415	94	103	100	91	94	68.09	  143
gi|50120614|ref|YP_049781.1|	1_2501	265	265	97	97	256	66.41	  373
gi|50120616|ref|YP_049783.1|	1_1527	67	63	94	100	63	74.60	  100
gi|50120617|ref|YP_049784.1|	1_1528	573	573	99	100	574	70.91	  735
gi|50120619|ref|YP_049786.1|	1_1529	119	116	97	100	116	93.10	  205
gi|50120620|ref|YP_049787.1|	1_1530	192	192	100	100	192	93.75	  377
gi|50120621|ref|YP_049788.1|	1_1531	295	295	100	100	295	85.42	  525
gi|50120622|ref|YP_049789.1|	1_1532	351	377	99	98	370	72.15	  515
gi|50120623|ref|YP_049790.1|	1_1533	666	681	99	100	688	82.15	 1100
gi|50120624|ref|YP_049791.1|	1_1534	165	165	100	100	165	93.94	  305
gi|50120625|ref|YP_049792.1|	1_1535	561	562	100	100	565	72.04	  783
gi|50120626|ref|YP_049793.1|	1_1537	290	153	53	100	153	90.20	  298
gi|50120627|ref|YP_049794.1|	1_1538	350	350	100	100	350	95.43	  681
gi|50120628|ref|YP_049795.1|	1_1539	129	129	100	100	129	95.35	  249
gi|50120629|ref|YP_049796.1|	1_1540	214	214	100	100	215	87.44	  353
gi|50120630|ref|YP_049797.1|	1_1541	383	383	100	100	383	71.02	  586
gi|50120631|ref|YP_049798.1|	1_1542	694	698	99	99	695	83.60	 1193
gi|50120632|ref|YP_049799.1|	1_1543	139	135	81	81	114	34.21	67.8
gi|50120633|ref|YP_049800.1|	1_1544	145	144	97	98	141	33.33	90.5
gi|50120634|ref|YP_049801.1|	1_1545	98	97	94	97	94	53.19	94.7
gi|50120635|ref|YP_049802.1|	1_1546	222	234	98	95	222	38.29	  164
gi|50120636|ref|YP_049803.1|	1_1547	138	137	98	99	135	77.04	  217
gi|50120637|ref|YP_049804.1|	1_1548	134	134	100	100	134	79.85	  221
gi|50120638|ref|YP_049805.1|	1_1549	224	225	87	100	197	51.77	  206
